Country Name,Country Code,Series,Series Code,1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Marshall Islands,MHL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.32509,..,..,..,..,..
Mauritania,MRT,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,43.41736,..,..,..,..,..,..,35.34843,..,..,..,..,..,..,..,..,..
Mauritania,MRT,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,59.54033,..,..,..,..,..,..,57.40438,..,..,..,..,..,..,..,..,..
Mauritius,MUS,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,74.66089,..,..,..,..,..,..,..,..,..,80.50003,..,..,..,..,..,..,..,..,..,..,86.65807,88.97935,89.05094,90.28332,90.65402,90.98055
Mauritius,MUS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,85.14575,..,..,..,..,..,..,..,..,..,88.22786,..,..,..,..,..,..,..,..,..,..,91.95172,94.65241,94.03689,94.76538,94.86117,95.43586
Mayotte,MYT,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,84.95591,..,..,..,..,..,..,..,..,..,88.68204,..,88.72863,..,89.63102,90.21041,89.83451,91.35555,91.45361,92.11625,91.85342,92.33828,93.17924,92.90394,93.59134,93.4855,93.96852
Mexico,MEX,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,90.3474,..,..,..,..,..,..,..,..,..,92.55937,..,91.9978,..,92.44961,93.19041,93.9012,94.44151,94.59216,94.91657,94.38394,94.78277,95.39163,95.11211,95.62047,95.54933,95.84482
"Micronesia, Fed. Sts.",FSM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,40.26411,41.51664,42.75769,45.54496,47.03047,48.25607,48.81759,50.1377,52.05179,53.83073,54.90722,56.36046,57.72898,59.06329,60.36212,60.88233,64.03886,65.29309,65.17256,66.12442,66.5801,67.46467,67.64243,68.74936,69.60184,72.28001,71.71696,73.85566,72.32627,73.56724
Middle East & North Africa,MEA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,65.908,66.87919,67.73175,69.804,70.76434,71.60295,72.75754,73.38657,74.51694,75.34874,76.26827,77.24636,78.04125,78.75809,79.7026,80.04088,83.397,83.92622,83.10076,82.48386,83.06514,83.52579,83.14521,83.61389,84.29832,86.95058,86.96637,87.94567,86.00828,86.85499
Middle East & North Africa (excluding high income),MNA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,37.84706,39.1148,40.37336,43.34946,44.8778,46.09394,46.68999,48.04961,50.06242,51.90761,52.977,54.42459,55.81721,57.14508,58.49318,58.88717,62.19933,63.44531,63.2257,64.14958,64.5232,65.35463,65.42771,66.54248,66.81977,69.75009,68.98238,71.33203,69.5236,70.87821
Middle East & North Africa (excluding high income),MNA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,63.80496,64.78071,65.63233,67.90732,68.91496,69.88995,71.1202,71.77511,73.0077,73.86302,74.81761,75.76236,76.57882,77.33959,78.2901,78.49585,82.51721,83.04646,81.9779,81.11091,81.66861,82.04301,81.45658,81.93279,82.09499,85.27119,85.15276,86.29163,83.70767,84.78845
Middle East & North Africa (IDA & IBRD countries),TMN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,37.52609,38.80282,40.06996,43.06879,44.60746,45.83114,46.41902,47.77728,49.79486,51.64399,52.72994,54.15855,55.55284,56.88328,58.23543,58.61381,61.95231,63.21137,62.97613,63.90184,64.26906,65.10073,65.16272,66.28039,66.55293,69.50087,68.71617,71.08482,69.24897,70.6111
Middle East & North Africa (IDA & IBRD countries),TMN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,63.57475,64.55758,65.41501,67.70778,68.72235,69.70398,70.93955,71.59475,72.8329,73.69061,74.65484,75.59631,76.41577,77.17997,78.13677,78.3221,82.38145,82.9159,81.83353,80.95409,81.51354,81.89014,81.29221,81.76883,81.92841,85.13307,85.00964,86.1592,83.54424,84.63364
Middle income,MIC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,58.49648,61.16149,61.90866,62.38103,63.3617,64.07524,64.73434,65.44209,66.16348,66.87837,70.65913,72.21395,72.76321,72.99574,73.54629,74.13455,74.88031,75.44763,75.36569,76.36968,76.68371,77.33986,77.90701,78.90725,79.26028,79.83427,80.10097,80.8215,81.1112,81.76921
Middle income,MIC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,76.41185,78.15963,78.58468,78.71069,79.25942,79.94054,80.45847,80.87292,81.26694,81.65385,83.27011,84.87585,85.16409,85.32488,85.5512,85.87569,86.49189,86.82645,86.91582,87.09929,87.18302,87.74582,87.98679,88.12449,88.15374,88.67389,88.81968,89.15498,89.29858,89.76303
Moldova,MDA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,94.44448,..,..,..,..,..,..,..,..,..,..,95.4923,..,..,..,97.68995,..,..,98.14296,..,98.81013,98.72713,..,98.92425,..,99.14042,..,..
Moldova,MDA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,98.61405,..,..,..,..,..,..,..,..,..,..,97.97762,..,..,..,99.11034,..,..,99.15552,..,99.35763,99.35365,..,99.37359,..,99.60201,..,..
Monaco,MCO,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,97.5288,..,..,..,..,..,..,..,..,..,98.33663,..,..,..,..,..,..
Mongolia,MNG,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,98.01678,..,..,..,..,..,..,..,..,..,98.1747,..,..,..,..,..,..
Montenegro,MNE,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,97.77605,..,..,..,..,..,..,..,..,..,..,..,96.31887,..,..,..,..,..,..,..,97.50051,..,..,..,..,..
Montenegro,MNE,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,89.28209,..,..,..,..,..,..,..,..,..,..,..,99.30319,..,..,..,..,..,..,..,99.43121,..,..,..,..,..
Morocco,MAR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,28.72542,..,..,..,..,..,..,..,..,..,39.61956,..,..,..,42.58785,43.92108,..,57.63999,59.13064,..,..,..,..
Morocco,MAR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,55.15517,..,..,..,..,..,..,..,..,..,65.70676,..,..,..,68.36586,68.91762,..,76.07358,80.38336,..,..,..,..
Mozambique,MOZ,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,24.9642,..,..,..,..,..,33.19396,..,..,..,..,..,36.45228,..,..,..,..,..,43.06246,..
Mozambique,MOZ,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,54.81888,..,..,..,..,..,65.5771,..,..,..,..,..,67.3547,..,..,..,..,..,70.75839,..
Myanmar,MMR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,86.41518,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.84699
Myanmar,MMR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,93.92426,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.01159
Namibia,NAM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,73.9866,..,..,..,..,..,..,..,..,..,83.54032,..,..,..,..,..,78.35098,..,..,..,87.95106,..,..,..,..,..
Namibia,NAM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,77.80812,..,..,..,..,..,..,..,..,..,86.55523,..,..,..,..,..,74.32835,..,..,..,88.63123,..,..,..,..,..
Nauru,NRU,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,17.38179,..,..,..,..,..,..,..,..,..,34.88676,..,..,..,..,..,..,..,..,..,48.83759,..,..,..,..,..
Nepal,NPL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,49.22002,..,..,..,..,..,..,..,..,..,62.70801,..,..,..,..,..,..,..,..,..,71.70838,..,..,..,..,..
Netherlands,NLD,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands Antilles,ANT,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,95.01091,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands Antilles,ANT,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,95.20979,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,92.07344,..,..,..,..,..,..,95.4653,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.5,..,..
New Caledonia,NCL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,94.04419,..,..,..,..,..,..,96.78477,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.14,..,..
New Zealand,NZL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.60166,..,..,..,77.91604,..,..,..,..,..,..,..,..,..,82.77935,..
Nicaragua,NIC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.76049,..,..,..,78.09643,..,..,..,..,..,..,..,..,..,82.43855,..
Niger,NER,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.39935,..,..,..,15.08414,..,..,..,..,..,..,22.55129,..,..,..,..
Niger,NER,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.64006,..,..,..,42.92737,..,..,..,..,..,..,39.05869,..,..,..,..
Nigeria,NGA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,43.7292,..,..,..,..,..,..,..,..,..,..,..,43.32205,..,..,64.25449,..,41.38676,..,..,..,..,..,..,..,..
Nigeria,NGA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,67.65374,..,..,..,..,..,..,..,..,..,..,..,66.76743,..,..,76.13187,..,61.25405,..,..,..,..,..,..,..,..
North America,NAC,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
North America,NAC,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
North Macedonia,MKD,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,90.92802,..,..,..,..,..,..,..,94.05607,..,..,..,..,..,..,..,..,..,..,..,96.7,..,..
North Macedonia,MKD,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,97.23235,..,..,..,..,..,..,..,98.21278,..,..,..,..,..,..,..,..,..,..,..,98.81,..,..
Northern Mariana Islands,MNP,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oman,OMN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.53171,..,..,..,..,80.87226,..,81.80323,..,..,..,88.9267,86.03721,90.94416
Oman,OMN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.86234,..,..,..,..,89.99932,..,90.24303,..,..,..,94.99074,96.63287,96.63083
Other small states,OSS,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,68.95269,69.8354,70.33132,70.64652,71.11393,71.56287,72.20838,72.34075,72.76825,73.45305,74.0775,74.87703,75.52612,75.61415,76.14649,77.01256,77.79269,78.20871,78.82104,78.58818,77.81279,78.90509,78.16021,78.34996,79.04677,79.49089,79.96361,80.40382,81.30875,81.56897
Other small states,OSS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,76.9453,77.01265,77.46318,77.77427,78.14863,78.58971,79.05246,79.29573,79.66056,80.21776,80.71004,81.51618,81.95435,82.11769,82.87244,83.63841,84.2309,84.43951,85.0399,84.37586,83.13076,84.33118,83.73037,84.30235,84.9811,85.1183,85.47636,85.83434,87.69115,87.23258
Pacific island small states,PSS,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,84.21396,84.23747,84.49853,84.76472,85.03365,85.2868,85.43722,85.73783,85.96297,86.17265,86.37768,86.59183,86.80251,86.98519,87.17733,87.33362,87.46538,87.65232,87.85191,88.04889,88.25434,88.40163,88.52691,88.64387,88.71575,88.8118,88.97893
Pacific island small states,PSS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,89.60754,89.6449,89.85219,90.06673,90.28473,90.49108,90.65914,90.85894,91.04737,91.22512,91.38944,91.55169,91.69243,91.81476,91.94513,92.04534,92.14421,92.28061,92.42411,92.56365,92.71327,92.81842,92.90617,92.98667,93.03235,93.07757,93.1716
Pakistan,PAK,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,29.04384,..,..,..,..,..,..,35.36752,39.61323,38.45776,40.08118,40.31462,41.01553,41.97539,43.07189,41.97494,44.28342,..,..
Pakistan,PAK,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,55.29661,..,..,..,..,..,..,64.06048,67.65184,65.00494,68.8661,68.62762,68.90061,66.99114,69.85822,68.62934,69.06681,..,..
Palau,PLW,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.52794,..,96.34015,..
Palau,PLW,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.46721,..,96.81275,..
Panama,PAN,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,88.21485,..,..,..,..,..,..,..,..,..,91.24718,..,..,..,..,..,..,..,..,..,93.48526,..,..,..,..,..,..
Panama,PAN,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,89.33696,..,..,..,..,..,..,..,..,..,92.54793,..,..,..,..,..,..,..,..,..,94.70741,..,..,..,..,..,..
Papua New Guinea,PNG,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,50.91774,..,..,..,..,..,..,..,..,..,57.9,..,..,..,..,..,..
Papua New Guinea,PNG,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,63.44522,..,..,..,..,..,..,..,..,..,65.29,..,..,..,..,..,..
Paraguay,PRY,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,88.55871,..,..,..,..,..,..,..,..,..,91.7296,..,..,..,..,93.45327,92.49443,93.14401,92.92574,..,93.58785,94.46626,94.2148,94.87442,93.83505
Paraguay,PRY,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,92.00015,..,..,..,..,..,..,..,..,..,93.8865,..,..,..,..,95.71238,94.12632,94.36773,94.81315,..,94.81725,95.66619,95.87412,96.2543,95.47606
Peru,PER,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,81.65875,..,..,..,..,..,..,..,..,..,..,82.06262,82.45437,83.45487,84.64688,..,..,..,..,90.66883,..,90.44918,91.24653,91.18853
Peru,PER,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,92.85101,..,..,..,..,..,..,..,..,..,..,93.4607,93.71831,94.22582,94.85703,..,..,..,..,96.95013,..,96.94898,97.10638,97.18846
Philippines,PHL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,93.18072,..,..,..,94.53865,..,..,..,..,..,92.65491,..,..,93.56453,..,..,..,..,95.82563,..,..,..,..,96.78736,..,98.24175,..
Philippines,PHL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,93.97169,..,..,..,93.30286,..,..,..,..,..,92.545,..,..,91.63449,..,..,..,..,95.01213,..,..,..,..,96.00834,..,98.12325,..
Poland,POL,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,98.25198,..,..,..,..,..,..,..,..,..,98.25198,..,..,..,..,..,..,..,..,..,98.25198,..,..,..,..,..,..,..,..
Poland,POL,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,99.27517,..,..,..,..,..,..,..,..,..,99.27517,..,..,..,..,..,..,..,..,..,99.27517,..,..,..,..,..,..,..,..
Portugal,PRT,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,84.65821,..,..,..,..,..,..,..,..,..,87.82681,..,..,..,..,..,..,..,..,..,92.86077,..,..,..,..,..
Portugal,PRT,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,91.58706,..,..,..,..,..,..,..,..,..,93.30083,..,..,..,..,..,..,..,..,..,96.28558,..,..,..,..,..
Post-demographic dividend,PST,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Post-demographic dividend,PST,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pre-demographic dividend,PRE,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,36.55776,37.34256,38.07938,38.87137,39.91776,39.89717,40.59015,41.30798,41.92042,42.84388,44.01009,44.70482,45.656,43.82821,44.86132,45.62269,46.40525,47.12763,46.75832,49.53311,44.74986,45.01213,44.1467,44.99073,47.12782,49.74198,50.4681,51.7933,51.16744,53.72585
Pre-demographic dividend,PRE,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,61.50452,61.9506,62.65167,63.15617,63.24504,63.85066,64.30264,64.75288,64.88092,65.33821,66.06661,66.74002,67.54973,66.2569,67.04772,67.51176,67.50199,68.51574,67.85422,67.76663,65.00547,64.64063,64.03308,64.44118,65.75345,68.25957,68.77435,69.67316,68.4059,70.44973
Puerto Rico,PRI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,89.73096,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.53015,..,..,..,..,..,..
Puerto Rico,PRI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,89.50269,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.33078,..,..,..,..,..,..
Qatar,QAT,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,80.88868,..,..,..,..,..,..,86.71118,..,..,90.43612,89.13771,90.15307,91.89582,90.24653,90.81172,91.72963,92.4524,..,94.20704
Qatar,QAT,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,84.24456,..,..,..,..,..,..,86.73982,..,..,89.95789,91.43579,91.36682,91.74862,91.65414,89.99826,90.34343,91.04652,..,92.88156
Romania,ROU,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,94.98269,..,..,..,..,..,..,..,..,..,96.26632,..,..,..,..,..,..,..,..,98.20521,..,..,..,..,..
Romania,ROU,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,98.53202,..,..,..,..,..,..,..,..,..,98.4044,..,..,..,..,..,..,..,..,99.03429,..,..,..,..,..
Russian Federation,RUS,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,96.75817,..,..,..,..,..,..,..,..,..,..,..,..,99.22836,..,..,..,..,..,..,..,99.64778,..,..,..,..,..,..
Russian Federation,RUS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,99.45624,..,..,..,..,..,..,..,..,..,..,..,..,99.69408,..,..,..,..,..,..,..,99.72831,..,..,..,..,..,..
Rwanda,RWA,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,59.75034,..,..,..,..,..,..,..,..,..,61.54861,..,64.66449,..,66.13744,..,..
Rwanda,RWA,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,71.41938,..,..,..,..,..,..,..,..,..,71.13054,..,72.44518,..,76.14973,..,..
Samoa,WSM,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,97.42174,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.06953,..,..,..,..,..
Samoa,WSM,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,98.41569,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.88192,..,..,..,..,..
San Marino,SMR,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
